symbol,name,market,display_symbol,coingecko_id,raw_symbol,bucket
CG:ryo,Ryo Currency,crypto,CG:ryo,ryo,RYO,micro_alt
CG:s4fe,S4FE,crypto,CG:s4fe,s4fe,S4F,micro_alt
CG:sacoin,SACoin,crypto,CG:sacoin,sacoin,SAC,micro_alt
CG:safe-coin,Safe,crypto,CG:safe-coin,safe-coin,SAFE,micro_alt
CG:safe-coin-2,SafeCoin,crypto,CG:safe-coin-2,safe-coin-2,SAFE,micro_alt
CG:safe-exchange-coin,Safe Exchange Coin,crypto,CG:safe-exchange-coin,safe-exchange-coin,SAFEX,micro_alt
CG:safe-haven,Safe Haven,crypto,CG:safe-haven,safe-haven,SHA,micro_alt
CG:safe-seafood-coin,Safe SeaFood Coin,crypto,CG:safe-seafood-coin,safe-seafood-coin,SSF,micro_alt
CG:safecapital,SafeCapital,crypto,CG:safecapital,safecapital,SCAP,micro_alt
CG:safeinsure,SafeInsure,crypto,CG:safeinsure,safeinsure,SINS,micro_alt
CG:safetradecoin,Safetradecoin,crypto,CG:safetradecoin,safetradecoin,XSTC,micro_alt
CG:safety-token,Safety Token,crypto,CG:safety-token,safety-token,SAFT,micro_alt
CG:safex-cash,Safex Cash,crypto,CG:safex-cash,safex-cash,SFX,micro_alt
CG:safex-token,Safex Token,crypto,CG:safex-token,safex-token,SFT,micro_alt
CG:saga,Saga,crypto,CG:saga,saga,SGA,micro_alt
CG:sagacoin,SagaCoin,crypto,CG:sagacoin,sagacoin,SAGA,micro_alt
CG:sagapassive,Sagapassive,crypto,CG:sagapassive,sagapassive,SAG,micro_alt
CG:sage-therapeutics-inc,Sage Therapeutics Inc,crypto,CG:sage-therapeutics-inc,sage-therapeutics-inc,SAGE.CX,micro_alt
CG:sagecity,SageCity,crypto,CG:sagecity,sagecity,SAGE,micro_alt
CG:sai,Sai,crypto,CG:sai,sai,SAI,micro_alt
CG:saifu,Saifu,crypto,CG:saifu,saifu,SFU,micro_alt
CG:saint-fame,SAINT FAME: Genesis Shirt,crypto,CG:saint-fame,saint-fame,FAME,micro_alt
CG:sakecoin,SAKECOIN,crypto,CG:sakecoin,sakecoin,SAKE,micro_alt
CG:sakura-bloom,Sakura Bloom,crypto,CG:sakura-bloom,sakura-bloom,SKB,micro_alt
CG:sakuracoin,Sakuracoin,crypto,CG:sakuracoin,sakuracoin,SKR,micro_alt
CG:salpay,SalPay,crypto,CG:salpay,salpay,SAL,micro_alt
CG:salt,SALT,crypto,CG:salt,salt,SALT,micro_alt
CG:salus,SaluS,crypto,CG:salus,salus,SLS,micro_alt
CG:samos,Samos,crypto,CG:samos,samos,SAMO,micro_alt
CG:sanchezium,Sanchezium,crypto,CG:sanchezium,sanchezium,SNCZ,micro_alt
CG:sandcoin,Sandcoin,crypto,CG:sandcoin,sandcoin,SND,micro_alt
CG:sandego,SanDeGo,crypto,CG:sandego,sandego,SDGO,micro_alt
CG:sandianzhong,SanDianZhong,crypto,CG:sandianzhong,sandianzhong,SDZ,micro_alt
CG:santiment-network-token,Santiment Network Token,crypto,CG:santiment-network-token,santiment-network-token,SAN,micro_alt
CG:santoq,Santoq,crypto,CG:santoq,santoq,SNQ,micro_alt
CG:sapchain,Sapchain,crypto,CG:sapchain,sapchain,SAP,micro_alt
CG:sapien,Sapien,crypto,CG:sapien,sapien,SPN,micro_alt
CG:sappchain,SAPPCHAIN,crypto,CG:sappchain,sappchain,SAPP,micro_alt
CG:sapphire,Sapphire,crypto,CG:sapphire,sapphire,SAPP,micro_alt
CG:sarepta-therapeutics-inc,Sarepta Therapeutics Inc,crypto,CG:sarepta-therapeutics-inc,sarepta-therapeutics-inc,SRPT.CX,micro_alt
CG:saros,SAROS,crypto,CG:saros,saros,SAROS,micro_alt
CG:satanic,SATANIC,crypto,CG:satanic,satanic,SAT,micro_alt
CG:satellite-coin,Satellite Coin,crypto,CG:satellite-coin,satellite-coin,STE,micro_alt
CG:sativacoin,Sativacoin,crypto,CG:sativacoin,sativacoin,STV,micro_alt
CG:satoexchange-token,SatoExchange Token,crypto,CG:satoexchange-token,satoexchange-token,SATX,micro_alt
CG:satoshicoin,SWYFT.Network,crypto,CG:satoshicoin,satoshicoin,SWYFT,micro_alt
CG:satoshivision-coin,Satoshivision Coin,crypto,CG:satoshivision-coin,satoshivision-coin,SVC,micro_alt
CG:satowallet-shares,Satowallet Shares,crypto,CG:satowallet-shares,satowallet-shares,SATOS,micro_alt
CG:saturn-black,Saturn Black,crypto,CG:saturn-black,saturn-black,XSAT,micro_alt
CG:saturn-classic-dao-token,Saturn Classic DAO Token,crypto,CG:saturn-classic-dao-token,saturn-classic-dao-token,STRN,micro_alt
CG:saturn-network,Saturn DAO Token,crypto,CG:saturn-network,saturn-network,SATURN,micro_alt
CG:sava-international,Sava International,crypto,CG:sava-international,sava-international,SAVA,micro_alt
CG:save-environment-token,Save Environment Token,crypto,CG:save-environment-token,save-environment-token,SET,micro_alt
CG:save-token-us,SaveToken,crypto,CG:save-token-us,save-token-us,SAVE,micro_alt
CG:savedroid,Savedroid,crypto,CG:savedroid,savedroid,SVD,micro_alt
CG:savenode,SaveNode,crypto,CG:savenode,savenode,SNO,micro_alt
CG:savewon,SAVEWON,crypto,CG:savewon,savewon,SW,micro_alt
CG:saving,Saving,crypto,CG:saving,saving,SVI,micro_alt
CG:savle,SAVLE,crypto,CG:savle,savle,SAVL,micro_alt
CG:sbank,SBank,crypto,CG:sbank,sbank,STS,micro_alt
CG:sberbank-of-russia-gdr,Sberbank of Russia GDR,crypto,CG:sberbank-of-russia-gdr,sberbank-of-russia-gdr,SBER.CX,micro_alt
CG:sbnb,sBNB,crypto,CG:sbnb,sbnb,SBNB,micro_alt
CG:sbtc,sBTC,crypto,CG:sbtc,sbtc,SBTC,micro_alt
CG:scaltinof,Scaltinof,crypto,CG:scaltinof,scaltinof,SCAL,micro_alt
CG:scanetchain,Scanetchain,crypto,CG:scanetchain,scanetchain,SWC,micro_alt
CG:scatter,Scatter,crypto,CG:scatter,scatter,RIDL,micro_alt
CG:scatter-cx,Scatter.cx,crypto,CG:scatter-cx,scatter-cx,STT,micro_alt
CG:scavo-technologies,SCAVO Technologies,crypto,CG:scavo-technologies,scavo-technologies,SCAVO,micro_alt
CG:scc,SCC,crypto,CG:scc,scc,SCC,micro_alt
CG:schillingcoin,Schilling-Coin,crypto,CG:schillingcoin,schillingcoin,SCH,micro_alt
CG:science_chain,Science Chain,crypto,CG:science_chain,science_chain,SCC,micro_alt
CG:scoin,Scoin,crypto,CG:scoin,scoin,SCO,micro_alt
CG:scolcoin,Scolcoin,crypto,CG:scolcoin,scolcoin,SCOL,micro_alt
CG:scoobycoin,ScoobyCoin,crypto,CG:scoobycoin,scoobycoin,SCOOBY,micro_alt
CG:scopecoin,ScopeCoin,crypto,CG:scopecoin,scopecoin,XSCP,micro_alt
CG:scorecoin,Scorecoin,crypto,CG:scorecoin,scorecoin,SCORE,micro_alt
CG:scorum,Scorum,crypto,CG:scorum,scorum,SCR,micro_alt
CG:scribe,Scribe,crypto,CG:scribe,scribe,SCRIBE,micro_alt
CG:scriv,SCRIV,crypto,CG:scriv,scriv,SCRIV,micro_alt
CG:scroll-token,Data Transaction Token,crypto,CG:scroll-token,scroll-token,XD,micro_alt
CG:scry-info,Scry.info,crypto,CG:scry-info,scry-info,DDD,micro_alt
CG:scrypta,Scrypta,crypto,CG:scrypta,scrypta,LYRA,micro_alt
CG:sct-token,SCT Token,crypto,CG:sct-token,sct-token,SCT,micro_alt
CG:scudocash,ScudoCash,crypto,CG:scudocash,scudocash,SCUDO,micro_alt
CG:sdcoin,SDCOIN,crypto,CG:sdcoin,sdcoin,SDC,micro_alt
CG:sds-token,SDS Token,crypto,CG:sds-token,sds-token,SDS,micro_alt
CG:sdusd,SDUSD,crypto,CG:sdusd,sdusd,SDUSD,micro_alt
CG:se7en,SE7EN,crypto,CG:se7en,se7en,SEVEN,micro_alt
CG:sea-cucumber-chain,Sea Cucumber Chain,crypto,CG:sea-cucumber-chain,sea-cucumber-chain,SCC,micro_alt
CG:seacoin,SEAcoin,crypto,CG:seacoin,seacoin,SEA,micro_alt
CG:seadex,SEADEX,crypto,CG:seadex,seadex,SEAD,micro_alt
CG:seal,Seal Network,crypto,CG:seal,seal,SEAL,micro_alt
CG:sealblock-token,SealBlock Token,crypto,CG:sealblock-token,sealblock-token,SKT,micro_alt
CG:sealchain,Sealchain,crypto,CG:sealchain,sealchain,SEAL,micro_alt
CG:seamonx,SeamonX,crypto,CG:seamonx,seamonx,SMEX,micro_alt
CG:second-exchange-alliance,Second Exchange Alliance,crypto,CG:second-exchange-alliance,second-exchange-alliance,SEA,micro_alt
CG:secret,SECRET,crypto,CG:secret,secret,SECRET,micro_alt
CG:secrets-of-zurich,Secrets of Zurich,crypto,CG:secrets-of-zurich,secrets-of-zurich,SOZ,micro_alt
CG:secure-cash,Secure Cash,crypto,CG:secure-cash,secure-cash,SCSX,micro_alt
CG:secure-cloud-net,Secure Cloud Net,crypto,CG:secure-cloud-net,secure-cloud-net,SCN,micro_alt
CG:secure-crypto-coin,Secure Crypto Coin,crypto,CG:secure-crypto-coin,secure-crypto-coin,SCC,micro_alt
CG:securecoin,SecureCoin,crypto,CG:securecoin,securecoin,SRC,micro_alt
CG:secured-gold-coin,Secured Gold Coin,crypto,CG:secured-gold-coin,secured-gold-coin,SGC,micro_alt
CG:securetag,SecureTag,crypto,CG:securetag,securetag,STG,micro_alt
CG:security-donations,Security Donations,crypto,CG:security-donations,security-donations,SYD,micro_alt
CG:securus,Securus,crypto,CG:securus,securus,XSCR,micro_alt
CG:sedo-pow-token,SEDO POW TOKEN,crypto,CG:sedo-pow-token,sedo-pow-token,SEDO,micro_alt
CG:seed,SEED,crypto,CG:seed,seed,SEED,micro_alt
CG:seed-of-love,SEED OF LOVE,crypto,CG:seed-of-love,seed-of-love,SEOL,micro_alt
CG:seed-venture,Seed Venture,crypto,CG:seed-venture,seed-venture,SEED,micro_alt
CG:seed2need,Seed2Need,crypto,CG:seed2need,seed2need,FARM,micro_alt
CG:seedcoin,Seedcoin,crypto,CG:seedcoin,seedcoin,XSD,micro_alt
CG:seeder-network-token,Sesameseed,crypto,CG:seeder-network-token,seeder-network-token,SEED,micro_alt
CG:seeds,Seeds,crypto,CG:seeds,seeds,SEEDS,micro_alt
CG:seek,Seek,crypto,CG:seek,seek,SEEK,micro_alt
CG:seele,Seele,crypto,CG:seele,seele,SEELE,micro_alt
CG:seer,Seer,crypto,CG:seer,seer,SEER,micro_alt
CG:segwit2x,SegWit2x,crypto,CG:segwit2x,segwit2x,B2X,micro_alt
CG:sekopay,Sekopay,crypto,CG:sekopay,sekopay,SEKO,micro_alt
CG:selenium,Selenium,crypto,CG:selenium,selenium,SLC,micro_alt
CG:self-storage-coin,Self Storage Coin,crypto,CG:self-storage-coin,self-storage-coin,STOR,micro_alt
CG:selfkey,SelfKey,crypto,CG:selfkey,selfkey,KEY,micro_alt
CG:selfsell,SelfSell,crypto,CG:selfsell,selfsell,SSC,micro_alt
CG:semux,Semux,crypto,CG:semux,semux,SEM,micro_alt
CG:senderon,Senderon,crypto,CG:senderon,senderon,SDRN,micro_alt
CG:senno,SENNO,crypto,CG:senno,senno,SENNO,micro_alt
CG:sense,Sense,crypto,CG:sense,sense,SENSE,micro_alt
CG:senso,SENSO,crypto,CG:senso,senso,SENSO,micro_alt
CG:sentinel-chain,Sentinel Chain,crypto,CG:sentinel-chain,sentinel-chain,SENC,micro_alt
CG:sentinel-group,Sentinel,crypto,CG:sentinel-group,sentinel-group,SENT,micro_alt
CG:sentinel-protocol,Sentinel Protocol,crypto,CG:sentinel-protocol,sentinel-protocol,UPP,micro_alt
CG:sentivate,Sentivate,crypto,CG:sentivate,sentivate,SNTVT,micro_alt
CG:septenary-project,Septenary Project,crypto,CG:septenary-project,septenary-project,VII,micro_alt
CG:sequence,Sequence,crypto,CG:sequence,sequence,SEQ,micro_alt
CG:serenity,Serenity,crypto,CG:serenity,serenity,SRNT,micro_alt
CG:serve,Serve,crypto,CG:serve,serve,SERV,micro_alt
CG:servicenow,ServiceNow,crypto,CG:servicenow,servicenow,NOW.CX,micro_alt
CG:ses-fdr,Ses Fdr,crypto,CG:ses-fdr,ses-fdr,SESG.CX,micro_alt
CG:sessia,SESSIA,crypto,CG:sessia,sessia,KICKS,micro_alt
CG:seth,sETH,crypto,CG:seth,seth,SETH,micro_alt
CG:sether,Sether,crypto,CG:sether,sether,SETH,micro_alt
CG:setocoin,SetoCoin,crypto,CG:setocoin,setocoin,SET,micro_alt
CG:sexcoin,Sexcoin,crypto,CG:sexcoin,sexcoin,SXC,micro_alt
CG:sexycam,SexyCam,crypto,CG:sexycam,sexycam,SXY,micro_alt
CG:seyblock,Ad Node,crypto,CG:seyblock,seyblock,ADD,micro_alt
CG:sf-capital,SF Capital,crypto,CG:sf-capital,sf-capital,SFCP,micro_alt
CG:sgpay,SGPay,crypto,CG:sgpay,sgpay,SGP,micro_alt
CG:shacoin,SHACoin,crypto,CG:shacoin,shacoin,SHA,micro_alt
CG:shadow-token,Shadow Token,crypto,CG:shadow-token,shadow-token,SHDW,micro_alt
CG:shahinmedical,ShahinMedical,crypto,CG:shahinmedical,shahinmedical,SML,micro_alt
CG:shaka,Shaka,crypto,CG:shaka,shaka,HAK,micro_alt
CG:shard,Shard Coin,crypto,CG:shard,shard,SHARD,micro_alt
CG:sharder-protocol,sharder protocol,crypto,CG:sharder-protocol,sharder-protocol,SS,micro_alt
CG:shardus,Shardus,crypto,CG:shardus,shardus,ULT,micro_alt
CG:share,SHARE,crypto,CG:share,share,SHARE,micro_alt
CG:share-public-system,Share Public System,crypto,CG:share-public-system,share-public-system,SPS,micro_alt
CG:sharechain,Sharechain,crypto,CG:sharechain,sharechain,SSS,micro_alt
CG:sharering,ShareRing,crypto,CG:sharering,sharering,SHR,micro_alt
CG:shareschain,SharesChain,crypto,CG:shareschain,shareschain,SCTK,micro_alt
CG:sharex,ShareX,crypto,CG:sharex,sharex,SEXC,micro_alt
CG:sharingmarketcoin,Sharingmarketcoin,crypto,CG:sharingmarketcoin,sharingmarketcoin,SMK,micro_alt
CG:sharktrade,SharkTrade,crypto,CG:sharktrade,sharktrade,SHARK,micro_alt
CG:sharpay,Sharpay,crypto,CG:sharpay,sharpay,S,micro_alt
CG:sharpe-capital,Sharpe Platform Token,crypto,CG:sharpe-capital,sharpe-capital,SHP,micro_alt
CG:shekel,Shekel,crypto,CG:shekel,shekel,JEW,micro_alt
CG:shell-chain,Shell Chain,crypto,CG:shell-chain,shell-chain,SHELL,micro_alt
CG:shelterdao,shelterDAO,crypto,CG:shelterdao,shelterdao,SHEL,micro_alt
CG:shield,SHIELD,crypto,CG:shield,shield,XSH,micro_alt
CG:shieldcure,Shieldcure,crypto,CG:shieldcure,shieldcure,SDCU,micro_alt
CG:shift,Shift,crypto,CG:shift,shift,SHIFT,micro_alt
CG:shilling,Shilling,crypto,CG:shilling,shilling,SH,micro_alt
CG:shine-layer2,Shine Layer2,crypto,CG:shine-layer2,shine-layer2,SHT,micro_alt
CG:shinechain,ShineChain,crypto,CG:shinechain,shinechain,SHE,micro_alt
CG:shipchain,ShipChain,crypto,CG:shipchain,shipchain,SHIP,micro_alt
CG:shit-coin,Shit Coin,crypto,CG:shit-coin,shit-coin,SHIT,micro_alt
CG:shitcoin,ShitCoin,crypto,CG:shitcoin,shitcoin,SHIT,micro_alt
CG:shivers,Shivers,crypto,CG:shivers,shivers,SHVR,micro_alt
CG:shopcoin,SHOPCOIN,crypto,CG:shopcoin,shopcoin,SHOP,micro_alt
CG:shopereum,Shopereum,crypto,CG:shopereum,shopereum,XSHOP,micro_alt
CG:shopify-ci-a-sub-vtg,Shopify Cl A Sub Vtg,crypto,CG:shopify-ci-a-sub-vtg,shopify-ci-a-sub-vtg,SHOP.CX,micro_alt
CG:shopping-chain,Shopping Chain,crypto,CG:shopping-chain,shopping-chain,SHOP,micro_alt
CG:shoppingcoin,ShoppingCoin,crypto,CG:shoppingcoin,shoppingcoin,SHOP,micro_alt
CG:shopzcoin,ShopZcoin,crypto,CG:shopzcoin,shopzcoin,SZC,micro_alt
CG:shorty,Shorty,crypto,CG:shorty,shorty,SHORTY,micro_alt
CG:show,Show,crypto,CG:show,show,SHOW,micro_alt
CG:showhand,ShowHand,crypto,CG:showhand,showhand,HAND,micro_alt
CG:shping,Shping,crypto,CG:shping,shping,SHPING,micro_alt
CG:shrine-cloud-storage-network,Shrine Cloud Storage Network,crypto,CG:shrine-cloud-storage-network,shrine-cloud-storage-network,SCDS,micro_alt
CG:shrink,SHRINK,crypto,CG:shrink,shrink,SHRINK,micro_alt
CG:shrooms,Shrooms,crypto,CG:shrooms,shrooms,SHRM,micro_alt
CG:shuberth,Woonkly,crypto,CG:shuberth,shuberth,WOONK,micro_alt
CG:shuffle-monster,Shuffle Monster,crypto,CG:shuffle-monster,shuffle-monster,SHUF,micro_alt
CG:siacashcoin,SiaCashCoin,crypto,CG:siacashcoin,siacashcoin,SCC,micro_alt
CG:siaclassic,SiaClassic,crypto,CG:siaclassic,siaclassic,SCC,micro_alt
CG:siacoin,Siacoin,crypto,CG:siacoin,siacoin,SC,micro_alt
CG:siambitcoin,SiamBitcoin,crypto,CG:siambitcoin,siambitcoin,SBTC,btc_quality
CG:siaprime-coin,ScPrime,crypto,CG:siaprime-coin,siaprime-coin,SCP,micro_alt
CG:sibcoin,SIBCoin,crypto,CG:sibcoin,sibcoin,SIB,micro_alt
CG:sid-token,SID Token,crypto,CG:sid-token,sid-token,SIDT,micro_alt
CG:sideshift-ai,SideShift AI,crypto,CG:sideshift-ai,sideshift-ai,SAI,micro_alt
CG:sierracoin,Sierracoin,crypto,CG:sierracoin,sierracoin,SIERRA,micro_alt
CG:sigmacoin,SIGMAcoin,crypto,CG:sigmacoin,sigmacoin,SIGMA,micro_alt
CG:signal-token,Signal Token,crypto,CG:signal-token,signal-token,SIG,micro_alt
CG:signals,Signals,crypto,CG:signals,signals,SGN,micro_alt
CG:signalvision,SignalVision,crypto,CG:signalvision,signalvision,SVC,micro_alt
CG:signaturechain,SignatureChain,crypto,CG:signaturechain,signaturechain,SIGN,micro_alt
CG:signet-jewelers,Signet Jewelers,crypto,CG:signet-jewelers,signet-jewelers,SIG.CX,micro_alt
CG:silent-notary,Silent Notary,crypto,CG:silent-notary,silent-notary,SNTR,micro_alt
CG:silisius,Silisius,crypto,CG:silisius,silisius,SILS,micro_alt
CG:silisius-usd,Silisius USD,crypto,CG:silisius-usd,silisius-usd,SLUSD,micro_alt
CG:silkchain,SilkChain,crypto,CG:silkchain,silkchain,SILK,micro_alt
CG:silkcoin,SilkCoin,crypto,CG:silkcoin,silkcoin,SLKC,micro_alt
CG:silver-coin,Silver Coin,crypto,CG:silver-coin,silver-coin,SCN,micro_alt
CG:silver-fabric-coin,Silver Fabric Coin,crypto,CG:silver-fabric-coin,silver-fabric-coin,SFC,micro_alt
CG:silver-spot,Silver Spot,crypto,CG:silver-spot,silver-spot,XAGM.CX,micro_alt
CG:silvercashs,Silvercashs,crypto,CG:silvercashs,silvercashs,SVC,micro_alt
CG:silvering,Silvering,crypto,CG:silvering,silvering,SLVG,micro_alt
CG:silverlink-network,Silverlink Network,crypto,CG:silverlink-network,silverlink-network,SLV,micro_alt
CG:silverway,Silverway,crypto,CG:silverway,silverway,SLV,micro_alt
CG:simdaq,SIMDAQ,crypto,CG:simdaq,simdaq,SMQ,micro_alt
CG:simmitri,Simmitri,crypto,CG:simmitri,simmitri,SIM,micro_alt
CG:simone,Simone,crypto,CG:simone,simone,SON,micro_alt
CG:simple-bank,SimpleBank,crypto,CG:simple-bank,simple-bank,SPLB,micro_alt
CG:simple-software-solutions,Simple Software Solutions,crypto,CG:simple-software-solutions,simple-software-solutions,SSS,micro_alt
CG:simple-token,OST,crypto,CG:simple-token,simple-token,OST,micro_alt
CG:simplechain,SimpleChain,crypto,CG:simplechain,simplechain,SIPC,micro_alt
CG:simplexchain,SimplexChain,crypto,CG:simplexchain,simplexchain,SXC,micro_alt
CG:simplicity-coin,Simplicity Coin,crypto,CG:simplicity-coin,simplicity-coin,SPL,micro_alt
CG:simplybrand,SimplyBrand,crypto,CG:simplybrand,simplybrand,SBA,micro_alt
CG:sin-token,SIN Token,crypto,CG:sin-token,sin-token,SIN,micro_alt
CG:sinergia,Sinergia,crypto,CG:sinergia,sinergia,SNG,micro_alt
CG:single-productive-african-coin,Single Productive African Coin,crypto,CG:single-productive-african-coin,single-productive-african-coin,SPAC,micro_alt
CG:singular-j,Singular J,crypto,CG:singular-j,singular-j,SNGJ,micro_alt
CG:singulardtv,SingularDTV,crypto,CG:singulardtv,singulardtv,SNGLS,micro_alt
CG:singularitynet,SingularityNET,crypto,CG:singularitynet,singularitynet,AGI,micro_alt
CG:sinoc,SINOC,crypto,CG:sinoc,sinoc,SINOC,micro_alt
CG:sinx-token,SINX Token,crypto,CG:sinx-token,sinx-token,SINX,micro_alt
CG:sirin-labs-token,Sirin Labs Token,crypto,CG:sirin-labs-token,sirin-labs-token,SRN,micro_alt
CG:sirius,Sirius,crypto,CG:sirius,sirius,SIRX,micro_alt
CG:sisa,SISA,crypto,CG:sisa,sisa,SISA,micro_alt
CG:sistema-pjsfc-gdr,Sistema PJSFC GDR,crypto,CG:sistema-pjsfc-gdr,sistema-pjsfc-gdr,SSA.CX,micro_alt
CG:six-farm,Six Farm,crypto,CG:six-farm,six-farm,SAM,micro_alt
CG:six-network,SIX Network,crypto,CG:six-network,six-network,SIX,micro_alt
CG:sixdomainchain,SDChain,crypto,CG:sixdomainchain,sixdomainchain,SDC,micro_alt
CG:sixeleven,SixEleven,crypto,CG:sixeleven,sixeleven,611,micro_alt
CG:sjwcoin,SJWCoin,crypto,CG:sjwcoin,sjwcoin,SJW,micro_alt
CG:skeincoin,Skeincoin,crypto,CG:skeincoin,skeincoin,SKC,micro_alt
CG:skeyer-chain,Skeyer Chain,crypto,CG:skeyer-chain,skeyer-chain,SKE,micro_alt
CG:skillchain,Skillchain,crypto,CG:skillchain,skillchain,SKI,micro_alt
CG:skillcoin,Skillcoin,crypto,CG:skillcoin,skillcoin,SKILL,micro_alt
CG:skin-rich,SKIN RICH,crypto,CG:skin-rich,skin-rich,SKIN,micro_alt
CG:skinchain,SKINCHAIN,crypto,CG:skinchain,skinchain,SKC,micro_alt
CG:skincoin,SkinCoin,crypto,CG:skincoin,skincoin,SKIN,micro_alt
CG:skraps,Skraps,crypto,CG:skraps,skraps,SKRP,micro_alt
CG:skrilla-token,Skrilla Token,crypto,CG:skrilla-token,skrilla-token,SKR,micro_alt
CG:skrumble-network,Skrumble Network,crypto,CG:skrumble-network,skrumble-network,SKM,micro_alt
CG:skull,Skull,crypto,CG:skull,skull,SKULL,micro_alt
CG:sky-net-security,Sky Net Security,crypto,CG:sky-net-security,sky-net-security,DSCOIN,micro_alt
CG:skychain,Skychain,crypto,CG:skychain,skychain,SKCH,micro_alt
CG:skycoin,Skycoin,crypto,CG:skycoin,skycoin,SKY,micro_alt
CG:skyfchain,SKYFchain,crypto,CG:skyfchain,skyfchain,SKYFT,micro_alt
CG:skyhub,SkyHub,crypto,CG:skyhub,skyhub,SHB,micro_alt
CG:skyworks-solutions-inc,Skyworks Solutions Inc,crypto,CG:skyworks-solutions-inc,skyworks-solutions-inc,SWKS.CX,micro_alt
CG:slack-technologies-inc,Slack Technologies Inc,crypto,CG:slack-technologies-inc,slack-technologies-inc,WORK.CX,micro_alt
CG:slam-games,SLAM Games,crypto,CG:slam-games,slam-games,SLAM,micro_alt
CG:slate,BYTZ,crypto,CG:slate,slate,BYTZ,micro_alt
CG:sleeves,Sleeves,crypto,CG:sleeves,sleeves,SEV,micro_alt
CG:slevin,Slevin,crypto,CG:slevin,slevin,SLEVIN,micro_alt
CG:slezisatoshi-eth-set,SleziSatoshi ETH Set,crypto,CG:slezisatoshi-eth-set,slezisatoshi-eth-set,ETHSS,micro_alt
CG:slice,Slice,crypto,CG:slice,slice,SLC,micro_alt
CG:slimcoin,Slimcoin,crypto,CG:slimcoin,slimcoin,SLM,micro_alt
CG:slink,sLINK,crypto,CG:slink,slink,SLINK,micro_alt
CG:slopps,SLOPPS,crypto,CG:slopps,slopps,SLOPPS,micro_alt
CG:slothcoin,SlothCoin,crypto,CG:slothcoin,slothcoin,SLOTH,micro_alt
CG:slt,SLT,crypto,CG:slt,slt,SLT,micro_alt
CG:sltc,sLTC,crypto,CG:sltc,sltc,SLTC,micro_alt
CG:small-coin,Small Coin,crypto,CG:small-coin,small-coin,SMA,micro_alt
CG:small-love-potion,Small Love Potion,crypto,CG:small-love-potion,small-love-potion,SLP,micro_alt
CG:smart-application-chain,Smart Application Coin,crypto,CG:smart-application-chain,smart-application-chain,SAC,micro_alt
CG:smart-contract-scheme-coin,Smart Contract Scheme Coin,crypto,CG:smart-contract-scheme-coin,smart-contract-scheme-coin,SCSC,micro_alt
CG:smart-eye-operating-system,Smart Eye Operating System,crypto,CG:smart-eye-operating-system,smart-eye-operating-system,SEOS,micro_alt
CG:smart-investment-fund-token,Smart Investment Fund Token,crypto,CG:smart-investment-fund-token,smart-investment-fund-token,SIFT,micro_alt
CG:smart-quorum,Smart Quorum,crypto,CG:smart-quorum,smart-quorum,SQR,micro_alt
CG:smart-valor,Smart Valor,crypto,CG:smart-valor,smart-valor,VALOR,micro_alt
CG:smartbillions,SmartBillions,crypto,CG:smartbillions,smartbillions,PLAY,micro_alt
CG:smartcash,SmartCash,crypto,CG:smartcash,smartcash,SMART,micro_alt
CG:smartchain-protocol,SmartChain Protocol,crypto,CG:smartchain-protocol,smartchain-protocol,XSC,micro_alt
CG:smartcloud,SmartCloud,crypto,CG:smartcloud,smartcloud,SMRTC,micro_alt
CG:smartcoin,Smartcoin,crypto,CG:smartcoin,smartcoin,SMC,micro_alt
CG:smartcryptotech,SmartCryptoTech,crypto,CG:smartcryptotech,smartcryptotech,SCT,micro_alt
CG:smartfox,SmartFox,crypto,CG:smartfox,smartfox,FOX,micro_alt
CG:smartlands,Smartlands,crypto,CG:smartlands,smartlands,SLT,micro_alt
CG:smartmesh,SmartMesh,crypto,CG:smartmesh,smartmesh,SMT,micro_alt
CG:smartofgiving,smARTOFGIVING,crypto,CG:smartofgiving,smartofgiving,AOG,micro_alt
CG:smartplay,SmartPlay,crypto,CG:smartplay,smartplay,PLA,micro_alt
CG:smartrealty,SMARTRealty,crypto,CG:smartrealty,smartrealty,RLTY,micro_alt
CG:smartrhino,SmartRhino,crypto,CG:smartrhino,smartrhino,RNO,micro_alt
CG:smartshare,Smartshare,crypto,CG:smartshare,smartshare,SSP,micro_alt
CG:smartup,Smartup,crypto,CG:smartup,smartup,SMARTUP,micro_alt
CG:sme-banking-platform,SME Banking Platform,crypto,CG:sme-banking-platform,sme-banking-platform,SME,micro_alt
CG:smiledirectclub-inc,SmileDirectClub Inc,crypto,CG:smiledirectclub-inc,smiledirectclub-inc,SDC.CX,micro_alt
CG:smileycoin,Smileycoin,crypto,CG:smileycoin,smileycoin,SMLY,micro_alt
CG:smkr,sMKR,crypto,CG:smkr,smkr,SMKR,micro_alt
CG:snap,Snap,crypto,CG:snap,snap,SNAP.CX,micro_alt
CG:snapparazzi,Snapparazzi,crypto,CG:snapparazzi,snapparazzi,SNPC,micro_alt
CG:snax-token,SNAX Token,crypto,CG:snax-token,snax-token,SNAX,micro_alt
CG:snetwork,Snetwork,crypto,CG:snetwork,snetwork,SNET,micro_alt
CG:snipcoin,SnipCoin,crypto,CG:snipcoin,snipcoin,SNIP,micro_alt
CG:snodecoin,SnodeCoin,crypto,CG:snodecoin,snodecoin,SND,micro_alt
